LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHN,POP,TOT,AGRWTH,A,1982,1.439966,
CHN,POP,TOT,AGRWTH,A,1983,1.508117,
CHN,POP,TOT,AGRWTH,A,1984,1.616523,
CHN,POP,TOT,AGRWTH,A,1985,1.742213,
CHN,POP,TOT,AGRWTH,A,1986,1.840921,
CHN,POP,TOT,AGRWTH,A,1987,1.9474,
CHN,POP,TOT,AGRWTH,A,1988,1.968731,
CHN,POP,TOT,AGRWTH,A,1989,1.880266,
CHN,POP,TOT,AGRWTH,A,1990,1.700546,
CHN,POP,TOT,AGRWTH,A,1991,1.50841,
CHN,POP,TOT,AGRWTH,A,1992,1.341212,
CHN,POP,TOT,AGRWTH,A,1993,1.18683,
CHN,POP,TOT,AGRWTH,A,1994,1.056621,
CHN,POP,TOT,AGRWTH,A,1995,0.9470299,
CHN,POP,TOT,AGRWTH,A,1996,0.837608,
CHN,POP,TOT,AGRWTH,A,1997,0.7312055,
CHN,POP,TOT,AGRWTH,A,1998,0.6523954,
CHN,POP,TOT,AGRWTH,A,1999,0.6080145,
CHN,POP,TOT,AGRWTH,A,2000,0.5902444,
CHN,POP,TOT,AGRWTH,A,2001,0.5827631,
CHN,POP,TOT,AGRWTH,A,2002,0.5770344,
CHN,POP,TOT,AGRWTH,A,2003,0.5780985,
CHN,POP,TOT,AGRWTH,A,2004,0.5836712,
CHN,POP,TOT,AGRWTH,A,2005,0.592366,
CHN,POP,TOT,AGRWTH,A,2006,0.6045925,
CHN,POP,TOT,AGRWTH,A,2007,0.6181124,
CHN,POP,TOT,AGRWTH,A,2008,0.6287058,
CHN,POP,TOT,AGRWTH,A,2009,0.6341509,
CHN,POP,TOT,AGRWTH,A,2010,0.6345181,
CHN,POP,TOT,AGRWTH,A,2011,0.6338211,
CHN,POP,TOT,AGRWTH,A,2012,0.6302509,
CHN,POP,TOT,AGRWTH,A,2013,0.6173732,
IND,POP,TOT,AGRWTH,A,1951,1.545896,
IND,POP,TOT,AGRWTH,A,1952,1.611234,
IND,POP,TOT,AGRWTH,A,1953,1.676983,
IND,POP,TOT,AGRWTH,A,1954,1.742122,
IND,POP,TOT,AGRWTH,A,1955,1.806661,
IND,POP,TOT,AGRWTH,A,1956,1.814287,
IND,POP,TOT,AGRWTH,A,1957,1.863339,
IND,POP,TOT,AGRWTH,A,1958,1.912281,
IND,POP,TOT,AGRWTH,A,1959,1.960409,
IND,POP,TOT,AGRWTH,A,1960,2.00465,
IND,POP,TOT,AGRWTH,A,1961,1.996491,
IND,POP,TOT,AGRWTH,A,1962,2.030453,
IND,POP,TOT,AGRWTH,A,1963,2.063131,
IND,POP,TOT,AGRWTH,A,1964,2.095906,
IND,POP,TOT,AGRWTH,A,1965,2.131457,
IND,POP,TOT,AGRWTH,A,1966,2.131774,
IND,POP,TOT,AGRWTH,A,1967,2.163892,
IND,POP,TOT,AGRWTH,A,1968,2.198358,
IND,POP,TOT,AGRWTH,A,1969,2.234239,
IND,POP,TOT,AGRWTH,A,1970,2.26855,
IND,POP,TOT,AGRWTH,A,1971,2.260632,
IND,POP,TOT,AGRWTH,A,1972,2.282755,
IND,POP,TOT,AGRWTH,A,1973,2.304718,
IND,POP,TOT,AGRWTH,A,1974,2.327234,
IND,POP,TOT,AGRWTH,A,1975,2.349988,
IND,POP,TOT,AGRWTH,A,1976,2.338579,
IND,POP,TOT,AGRWTH,A,1977,2.353923,
IND,POP,TOT,AGRWTH,A,1978,2.361155,
IND,POP,TOT,AGRWTH,A,1979,2.358004,
IND,POP,TOT,AGRWTH,A,1980,2.346823,
IND,POP,TOT,AGRWTH,A,1981,2.297037,
IND,POP,TOT,AGRWTH,A,1982,2.277272,
IND,POP,TOT,AGRWTH,A,1983,2.259661,
IND,POP,TOT,AGRWTH,A,1984,2.245491,
IND,POP,TOT,AGRWTH,A,1985,2.233029,
IND,POP,TOT,AGRWTH,A,1986,2.184271,
IND,POP,TOT,AGRWTH,A,1987,2.166858,
IND,POP,TOT,AGRWTH,A,1988,2.143076,
IND,POP,TOT,AGRWTH,A,1989,2.110838,
IND,POP,TOT,AGRWTH,A,1990,2.118571,
IND,POP,TOT,AGRWTH,A,1991,2.00923,
IND,POP,TOT,AGRWTH,A,1992,1.963214,
IND,POP,TOT,AGRWTH,A,1993,1.920653,
IND,POP,TOT,AGRWTH,A,1994,1.883061,
IND,POP,TOT,AGRWTH,A,1995,1.848981,
IND,POP,TOT,AGRWTH,A,1996,1.814516,
IND,POP,TOT,AGRWTH,A,1997,1.779027,
IND,POP,TOT,AGRWTH,A,1998,1.745292,
IND,POP,TOT,AGRWTH,A,1999,1.713542,
IND,POP,TOT,AGRWTH,A,2000,1.682615,
IND,POP,TOT,AGRWTH,A,2001,1.654012,
IND,POP,TOT,AGRWTH,A,2002,1.623862,
IND,POP,TOT,AGRWTH,A,2003,1.586417,
IND,POP,TOT,AGRWTH,A,2004,1.539546,
IND,POP,TOT,AGRWTH,A,2005,1.487219,
IND,POP,TOT,AGRWTH,A,2006,1.432453,
IND,POP,TOT,AGRWTH,A,2007,1.382493,
IND,POP,TOT,AGRWTH,A,2008,1.343037,
IND,POP,TOT,AGRWTH,A,2009,1.317462,
IND,POP,TOT,AGRWTH,A,2010,1.301242,
IND,POP,TOT,AGRWTH,A,2011,1.288267,
IND,POP,TOT,AGRWTH,A,2012,1.271779,
IND,POP,TOT,AGRWTH,A,2013,1.249537,
IDN,POP,TOT,AGRWTH,A,1951,1.426903,
IDN,POP,TOT,AGRWTH,A,1952,1.592098,
IDN,POP,TOT,AGRWTH,A,1953,1.755475,
IDN,POP,TOT,AGRWTH,A,1954,1.912386,
IDN,POP,TOT,AGRWTH,A,1955,2.057992,
IDN,POP,TOT,AGRWTH,A,1956,2.124764,
IDN,POP,TOT,AGRWTH,A,1957,2.23044,
IDN,POP,TOT,AGRWTH,A,1958,2.318516,
IDN,POP,TOT,AGRWTH,A,1959,2.387463,
IDN,POP,TOT,AGRWTH,A,1960,2.439463,
IDN,POP,TOT,AGRWTH,A,1961,2.422637,
IDN,POP,TOT,AGRWTH,A,1962,2.454254,
IDN,POP,TOT,AGRWTH,A,1963,2.490115,
IDN,POP,TOT,AGRWTH,A,1964,2.533043,
IDN,POP,TOT,AGRWTH,A,1965,2.578218,
IDN,POP,TOT,AGRWTH,A,1966,2.566371,
IDN,POP,TOT,AGRWTH,A,1967,2.594344,
IDN,POP,TOT,AGRWTH,A,1968,2.6115,
IDN,POP,TOT,AGRWTH,A,1969,2.61527,
IDN,POP,TOT,AGRWTH,A,1970,2.609101,
IDN,POP,TOT,AGRWTH,A,1971,2.549906,
IDN,POP,TOT,AGRWTH,A,1972,2.535299,
IDN,POP,TOT,AGRWTH,A,1973,2.522377,
IDN,POP,TOT,AGRWTH,A,1974,2.511993,
IDN,POP,TOT,AGRWTH,A,1975,2.501787,
IDN,POP,TOT,AGRWTH,A,1976,2.442063,
IDN,POP,TOT,AGRWTH,A,1977,2.421111,
IDN,POP,TOT,AGRWTH,A,1978,2.401277,
IDN,POP,TOT,AGRWTH,A,1979,2.383026,
IDN,POP,TOT,AGRWTH,A,1980,2.364418,
IDN,POP,TOT,AGRWTH,A,1981,2.305861,
IDN,POP,TOT,AGRWTH,A,1982,2.281832,
IDN,POP,TOT,AGRWTH,A,1983,2.244975,
IDN,POP,TOT,AGRWTH,A,1984,2.191716,
IDN,POP,TOT,AGRWTH,A,1985,2.128278,
IDN,POP,TOT,AGRWTH,A,1986,2.023291,
IDN,POP,TOT,AGRWTH,A,1987,1.962227,
IDN,POP,TOT,AGRWTH,A,1988,1.908457,
IDN,POP,TOT,AGRWTH,A,1989,1.863512,
IDN,POP,TOT,AGRWTH,A,1990,1.811849,
IDN,POP,TOT,AGRWTH,A,1991,1.765119,
IDN,POP,TOT,AGRWTH,A,1992,1.722087,
IDN,POP,TOT,AGRWTH,A,1993,1.677743,
IDN,POP,TOT,AGRWTH,A,1994,1.630894,
IDN,POP,TOT,AGRWTH,A,1995,1.584045,
IDN,POP,TOT,AGRWTH,A,1996,1.537938,
IDN,POP,TOT,AGRWTH,A,1997,1.498016,
IDN,POP,TOT,AGRWTH,A,1998,1.469868,
IDN,POP,TOT,AGRWTH,A,1999,1.456178,
IDN,POP,TOT,AGRWTH,A,2000,1.452738,
IDN,POP,TOT,AGRWTH,A,2001,1.450987,
IDN,POP,TOT,AGRWTH,A,2002,1.447332,
IDN,POP,TOT,AGRWTH,A,2003,1.445013,
IDN,POP,TOT,AGRWTH,A,2004,1.443155,
IDN,POP,TOT,AGRWTH,A,2005,1.440214,
IDN,POP,TOT,AGRWTH,A,2006,1.438394,
IDN,POP,TOT,AGRWTH,A,2007,1.432958,
IDN,POP,TOT,AGRWTH,A,2008,1.416046,
IDN,POP,TOT,AGRWTH,A,2009,1.38463,
IDN,POP,TOT,AGRWTH,A,2010,1.34306,
IDN,POP,TOT,AGRWTH,A,2011,1.298487,
IDN,POP,TOT,AGRWTH,A,2012,1.256166,
IDN,POP,TOT,AGRWTH,A,2013,1.215826,
ZAF,POP,TOT,AGRWTH,A,1992,2.190668,
ZAF,POP,TOT,AGRWTH,A,1993,2.189663,
ZAF,POP,TOT,AGRWTH,A,1994,2.193006,
ZAF,POP,TOT,AGRWTH,A,1995,2.189951,
ZAF,POP,TOT,AGRWTH,A,1996,2.191149,
ZAF,POP,TOT,AGRWTH,A,1997,2.193743,
ZAF,POP,TOT,AGRWTH,A,1998,2.192738,
ZAF,POP,TOT,AGRWTH,A,1999,2.190786,
ZAF,POP,TOT,AGRWTH,A,2000,1.477215,
ZAF,POP,TOT,AGRWTH,A,2001,1.991302,
ZAF,POP,TOT,AGRWTH,A,2002,2.210503,
ZAF,POP,TOT,AGRWTH,A,2003,1.277857,
ZAF,POP,TOT,AGRWTH,A,2004,1.300757,
ZAF,POP,TOT,AGRWTH,A,2005,1.333276,
ZAF,POP,TOT,AGRWTH,A,2006,1.353749,
ZAF,POP,TOT,AGRWTH,A,2007,1.389844,
ZAF,POP,TOT,AGRWTH,A,2008,1.411895,
ZAF,POP,TOT,AGRWTH,A,2009,1.438849,
ZAF,POP,TOT,AGRWTH,A,2010,1.47238,
ZAF,POP,TOT,AGRWTH,A,2011,1.500236,
ZAF,POP,TOT,AGRWTH,A,2012,1.526555,
ZAF,POP,TOT,AGRWTH,A,2013,1.560918,
ZAF,POP,TOT,AGRWTH,A,2014,1.58772,
EU28,POP,TOT,AGRWTH,A,1951,0.9261401,
EU28,POP,TOT,AGRWTH,A,1952,0.7786665,
EU28,POP,TOT,AGRWTH,A,1953,0.7539325,
EU28,POP,TOT,AGRWTH,A,1954,0.7481787,
EU28,POP,TOT,AGRWTH,A,1955,0.776077,
EU28,POP,TOT,AGRWTH,A,1956,0.672495,
EU28,POP,TOT,AGRWTH,A,1957,0.6850974,
EU28,POP,TOT,AGRWTH,A,1958,0.800434,
EU28,POP,TOT,AGRWTH,A,1959,0.8345969,
EU28,POP,TOT,AGRWTH,A,1960,3.711998,
EU28,POP,TOT,AGRWTH,A,1961,-1.996625,
EU28,POP,TOT,AGRWTH,A,1962,0.971725,
EU28,POP,TOT,AGRWTH,A,1963,0.9047887,
EU28,POP,TOT,AGRWTH,A,1964,0.8650905,
EU28,POP,TOT,AGRWTH,A,1965,3.247881,
EU28,POP,TOT,AGRWTH,A,1966,-1.630021,
EU28,POP,TOT,AGRWTH,A,1967,0.7091984,
EU28,POP,TOT,AGRWTH,A,1968,0.7014377,
EU28,POP,TOT,AGRWTH,A,1969,0.6607244,
EU28,POP,TOT,AGRWTH,A,1970,1.539102,
EU28,POP,TOT,AGRWTH,A,1971,1.356853,
EU28,POP,TOT,AGRWTH,A,1972,-1.183911,
EU28,POP,TOT,AGRWTH,A,1973,0.5814849,
EU28,POP,TOT,AGRWTH,A,1974,0.6130453,
EU28,POP,TOT,AGRWTH,A,1975,1.377071,
EU28,POP,TOT,AGRWTH,A,1976,0.4594313,
EU28,POP,TOT,AGRWTH,A,1977,0.4332393,
EU28,POP,TOT,AGRWTH,A,1978,0.4375395,
EU28,POP,TOT,AGRWTH,A,1979,0.3996921,
EU28,POP,TOT,AGRWTH,A,1980,0.4033626,
EU28,POP,TOT,AGRWTH,A,1981,0.3820219,
EU28,POP,TOT,AGRWTH,A,1982,0.285071,
EU28,POP,TOT,AGRWTH,A,1983,0.229556,
EU28,POP,TOT,AGRWTH,A,1984,0.2113002,
EU28,POP,TOT,AGRWTH,A,1985,0.2274763,
EU28,POP,TOT,AGRWTH,A,1986,0.26085,
EU28,POP,TOT,AGRWTH,A,1987,0.2737668,
EU28,POP,TOT,AGRWTH,A,1988,0.3060544,
EU28,POP,TOT,AGRWTH,A,1989,0.3318391,
EU28,POP,TOT,AGRWTH,A,1990,0.3334002,
EU28,POP,TOT,AGRWTH,A,1991,0.2846983,
EU28,POP,TOT,AGRWTH,A,1992,0.2716923,
EU28,POP,TOT,AGRWTH,A,1993,0.2928604,
EU28,POP,TOT,AGRWTH,A,1994,0.226764,
EU28,POP,TOT,AGRWTH,A,1995,0.1743096,
EU28,POP,TOT,AGRWTH,A,1996,0.151363,
EU28,POP,TOT,AGRWTH,A,1997,0.312186,
EU28,POP,TOT,AGRWTH,A,1998,0.3108002,
EU28,POP,TOT,AGRWTH,A,1999,0.1507269,
EU28,POP,TOT,AGRWTH,A,2000,0.2037592,
EU28,POP,TOT,AGRWTH,A,2001,0.2187607,
EU28,POP,TOT,AGRWTH,A,2002,0.270198,
EU28,POP,TOT,AGRWTH,A,2003,0.3667714,
EU28,POP,TOT,AGRWTH,A,2004,0.3973307,
EU28,POP,TOT,AGRWTH,A,2005,0.39313,
EU28,POP,TOT,AGRWTH,A,2006,0.3735946,
EU28,POP,TOT,AGRWTH,A,2007,0.388086,
EU28,POP,TOT,AGRWTH,A,2008,0.3794781,
EU28,POP,TOT,AGRWTH,A,2009,0.2866741,
EU28,POP,TOT,AGRWTH,A,2010,0.2391557,
EU28,POP,TOT,AGRWTH,A,2011,0.2387272,
EU28,POP,TOT,AGRWTH,A,2012,0.2108435,
EU28,POP,TOT,AGRWTH,A,2013,0.1256099,B
OECD,POP,TOT,AGRWTH,A,1951,1.422632,
OECD,POP,TOT,AGRWTH,A,1952,1.358557,
OECD,POP,TOT,AGRWTH,A,1953,1.306878,
OECD,POP,TOT,AGRWTH,A,1954,1.354305,
OECD,POP,TOT,AGRWTH,A,1955,1.346131,
OECD,POP,TOT,AGRWTH,A,1956,1.308836,
OECD,POP,TOT,AGRWTH,A,1957,1.327271,
OECD,POP,TOT,AGRWTH,A,1958,1.356671,
OECD,POP,TOT,AGRWTH,A,1959,1.37801,
OECD,POP,TOT,AGRWTH,A,1960,1.324753,
OECD,POP,TOT,AGRWTH,A,1961,1.36642,
OECD,POP,TOT,AGRWTH,A,1962,1.391619,
OECD,POP,TOT,AGRWTH,A,1963,1.364673,
OECD,POP,TOT,AGRWTH,A,1964,1.328743,
OECD,POP,TOT,AGRWTH,A,1965,1.27451,
OECD,POP,TOT,AGRWTH,A,1966,1.168679,
OECD,POP,TOT,AGRWTH,A,1967,1.167022,
OECD,POP,TOT,AGRWTH,A,1968,1.133135,
OECD,POP,TOT,AGRWTH,A,1969,1.127236,
OECD,POP,TOT,AGRWTH,A,1970,1.055621,
OECD,POP,TOT,AGRWTH,A,1971,1.173456,
OECD,POP,TOT,AGRWTH,A,1972,1.232763,
OECD,POP,TOT,AGRWTH,A,1973,1.062776,
OECD,POP,TOT,AGRWTH,A,1974,1.027205,
OECD,POP,TOT,AGRWTH,A,1975,1.068775,
OECD,POP,TOT,AGRWTH,A,1976,0.9299814,
OECD,POP,TOT,AGRWTH,A,1977,0.9131868,
OECD,POP,TOT,AGRWTH,A,1978,0.8581792,
OECD,POP,TOT,AGRWTH,A,1979,0.9459578,
OECD,POP,TOT,AGRWTH,A,1980,0.9124798,
OECD,POP,TOT,AGRWTH,A,1981,0.9056714,
OECD,POP,TOT,AGRWTH,A,1982,0.8538976,
OECD,POP,TOT,AGRWTH,A,1983,0.8133176,
OECD,POP,TOT,AGRWTH,A,1984,0.7821688,
OECD,POP,TOT,AGRWTH,A,1985,0.8040597,
OECD,POP,TOT,AGRWTH,A,1986,0.8377831,
OECD,POP,TOT,AGRWTH,A,1987,0.8587884,
OECD,POP,TOT,AGRWTH,A,1988,0.8531041,
OECD,POP,TOT,AGRWTH,A,1989,0.8428638,
OECD,POP,TOT,AGRWTH,A,1990,0.828478,
OECD,POP,TOT,AGRWTH,A,1991,0.9047239,
OECD,POP,TOT,AGRWTH,A,1992,0.8996213,
OECD,POP,TOT,AGRWTH,A,1993,0.8405306,
OECD,POP,TOT,AGRWTH,A,1994,0.777647,
OECD,POP,TOT,AGRWTH,A,1995,0.7787177,
OECD,POP,TOT,AGRWTH,A,1996,0.73195,
OECD,POP,TOT,AGRWTH,A,1997,0.7195963,
OECD,POP,TOT,AGRWTH,A,1998,0.6818551,
OECD,POP,TOT,AGRWTH,A,1999,0.6783836,
OECD,POP,TOT,AGRWTH,A,2000,0.7010408,
OECD,POP,TOT,AGRWTH,A,2001,0.6927561,B
OECD,POP,TOT,AGRWTH,A,2002,0.6373534,
OECD,POP,TOT,AGRWTH,A,2003,0.7012658,
OECD,POP,TOT,AGRWTH,A,2004,0.6973894,
OECD,POP,TOT,AGRWTH,A,2005,0.704052,
OECD,POP,TOT,AGRWTH,A,2006,0.7043235,
OECD,POP,TOT,AGRWTH,A,2007,0.7525053,
OECD,POP,TOT,AGRWTH,A,2008,0.7668963,
OECD,POP,TOT,AGRWTH,A,2009,0.6935442,
OECD,POP,TOT,AGRWTH,A,2010,0.7314239,B
OECD,POP,TOT,AGRWTH,A,2011,0.5527721,B
OECD,POP,TOT,AGRWTH,A,2012,0.5247125,
OECD,POP,TOT,AGRWTH,A,2013,0.5467988,
LVA,POP,TOT,AGRWTH,A,1970,0.56,
LVA,POP,TOT,AGRWTH,A,1971,0.73,
LVA,POP,TOT,AGRWTH,A,1972,0.81,
LVA,POP,TOT,AGRWTH,A,1973,0.84,
LVA,POP,TOT,AGRWTH,A,1974,0.88,
LVA,POP,TOT,AGRWTH,A,1975,0.78,
LVA,POP,TOT,AGRWTH,A,1976,0.6,
LVA,POP,TOT,AGRWTH,A,1977,0.57,
LVA,POP,TOT,AGRWTH,A,1978,0.52,
LVA,POP,TOT,AGRWTH,A,1979,0.32,
LVA,POP,TOT,AGRWTH,A,1980,0.23,
LVA,POP,TOT,AGRWTH,A,1981,0.31,
LVA,POP,TOT,AGRWTH,A,1982,0.46,
LVA,POP,TOT,AGRWTH,A,1983,0.59,
LVA,POP,TOT,AGRWTH,A,1984,0.63,
LVA,POP,TOT,AGRWTH,A,1985,0.66,
LVA,POP,TOT,AGRWTH,A,1986,0.82,
LVA,POP,TOT,AGRWTH,A,1987,1.03,
LVA,POP,TOT,AGRWTH,A,1988,1.02,
LVA,POP,TOT,AGRWTH,A,1989,0.51,
LVA,POP,TOT,AGRWTH,A,1990,-0.14,
LVA,POP,TOT,AGRWTH,A,1991,-0.47,
LVA,POP,TOT,AGRWTH,A,1992,-1.37,
LVA,POP,TOT,AGRWTH,A,1993,-1.95,
LVA,POP,TOT,AGRWTH,A,1994,-1.66,
LVA,POP,TOT,AGRWTH,A,1995,-1.42,
LVA,POP,TOT,AGRWTH,A,1996,-1.12,
LVA,POP,TOT,AGRWTH,A,1997,-0.99,
LVA,POP,TOT,AGRWTH,A,1998,-0.94,
LVA,POP,TOT,AGRWTH,A,1999,-0.81,
LVA,POP,TOT,AGRWTH,A,2000,-0.96,
LVA,POP,TOT,AGRWTH,A,2001,-1.28,
LVA,POP,TOT,AGRWTH,A,2002,-1.16,
LVA,POP,TOT,AGRWTH,A,2003,-0.96,
LVA,POP,TOT,AGRWTH,A,2004,-1.09,
LVA,POP,TOT,AGRWTH,A,2005,-1.07,
LVA,POP,TOT,AGRWTH,A,2006,-0.91,
LVA,POP,TOT,AGRWTH,A,2007,-0.81,
LVA,POP,TOT,AGRWTH,A,2008,-1.05,
LVA,POP,TOT,AGRWTH,A,2009,-1.64,
LVA,POP,TOT,AGRWTH,A,2010,-2.06,
LVA,POP,TOT,AGRWTH,A,2011,-1.8,
LVA,POP,TOT,AGRWTH,A,2012,-1.23,
