"COUNTRY","Country","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","1983","1983","PC","Percentage","0","Units",,,54.2540543818677,,
"AUT","Austria","1984","1984","PC","Percentage","0","Units",,,52.6075327659769,,
"AUT","Austria","1985","1985","PC","Percentage","0","Units",,,52.0553360118601,,
"AUT","Austria","1986","1986","PC","Percentage","0","Units",,,51.1095745534485,,
"AUT","Austria","1987","1987","PC","Percentage","0","Units",,,50.0841875835269,,
"AUT","Austria","1988","1988","PC","Percentage","0","Units",,,49.4377204311091,,
"AUT","Austria","1989","1989","PC","Percentage","0","Units",,,48.5911494958209,,
"AUT","Austria","1990","1990","PC","Percentage","0","Units",,,47.610307679359,,
"AUT","Austria","1991","1991","PC","Percentage","0","Units",,,46.2910360442422,,
"AUT","Austria","1992","1992","PC","Percentage","0","Units",,,44.6546368054643,,
"AUT","Austria","1993","1993","PC","Percentage","0","Units",,,43.7063290908576,,
"AUT","Austria","1994","1994","PC","Percentage","0","Units",,,42.3172830153971,,
"AUT","Austria","1995","1995","PC","Percentage","0","Units",,,41.9257573411513,,
"AUT","Austria","1996","1996","PC","Percentage","0","Units",,,40.9985817673143,,
"AUT","Austria","1997","1997","PC","Percentage","0","Units",,,39.774002184712,,
"AUT","Austria","1998","1998","PC","Percentage","0","Units",,,39.2314600159177,,
"AUT","Austria","1999","1999","PC","Percentage","0","Units",,,38.183159815137,,
"AUT","Austria","2000","2000","PC","Percentage","0","Units",,,37.3547434018792,,
"AUT","Austria","2001","2001","PC","Percentage","0","Units",,,36.5681791384818,,
"AUT","Austria","2002","2002","PC","Percentage","0","Units",,,35.6781685108728,,
"AUT","Austria","2003","2003","PC","Percentage","0","Units",,,34.6984927216937,,
"AUT","Austria","2004","2004","PC","Percentage","0","Units",,,34.899700658029,,
"AUT","Austria","2005","2005","PC","Percentage","0","Units",,,33.8803848233182,,
"AUT","Austria","2006","2006","PC","Percentage","0","Units",,,31.6362172341889,,
"AUT","Austria","2007","2007","PC","Percentage","0","Units",,,30.4972466203405,,
"AUT","Austria","2008","2008","PC","Percentage","0","Units",,,29.6987737853383,,
"AUT","Austria","2009","2009","PC","Percentage","0","Units",,,29.4352487280719,,
"AUT","Austria","2010","2010","PC","Percentage","0","Units",,,28.9555925981095,,
"AUT","Austria","2011","2011","PC","Percentage","0","Units",,,28.3805044050645,,
"AUT","Austria","2012","2012","PC","Percentage","0","Units",,,28.0393944776958,,
"AUT","Austria","2013","2013","PC","Percentage","0","Units",,,27.836504500944,,
"BEL","Belgium","1960","1960","PC","Percentage","0","Units",,,39.2883827705959,,
"BEL","Belgium","1961","1961","PC","Percentage","0","Units",,,38.319793432799,,
"BEL","Belgium","1962","1962","PC","Percentage","0","Units",,,36.8505946810037,,
"BEL","Belgium","1963","1963","PC","Percentage","0","Units",,,37.6859832722463,,
"BEL","Belgium","1964","1964","PC","Percentage","0","Units",,,37.2797371469892,,
"BEL","Belgium","1965","1965","PC","Percentage","0","Units",,,37.7649181995989,,
"BEL","Belgium","1966","1966","PC","Percentage","0","Units",,,38.1832200403844,,
"BEL","Belgium","1967","1967","PC","Percentage","0","Units",,,39.0673776049416,,
"BEL","Belgium","1968","1968","PC","Percentage","0","Units",,,39.8023450214421,,
"BEL","Belgium","1969","1969","PC","Percentage","0","Units",,,39.7700047081808,,
"BEL","Belgium","1970","1970","PC","Percentage","0","Units",,,39.8589532599705,,
"BEL","Belgium","1971","1971","PC","Percentage","0","Units",,,41.6194355031915,,
"BEL","Belgium","1972","1972","PC","Percentage","0","Units",,,44.3286812798558,,
"BEL","Belgium","1973","1973","PC","Percentage","0","Units",,,45.4302989505234,,
"BEL","Belgium","1974","1974","PC","Percentage","0","Units",,,46.537278262886,,
"BEL","Belgium","1975","1975","PC","Percentage","0","Units",,,49.1356622341954,,
"BEL","Belgium","1976","1976","PC","Percentage","0","Units",,,50.6114407731924,,
"BEL","Belgium","1977","1977","PC","Percentage","0","Units",,,51.4882144845276,,
"BEL","Belgium","1978","1978","PC","Percentage","0","Units",,,50.6034362790397,,
"BEL","Belgium","1979","1979","PC","Percentage","0","Units",,,50.6410309343196,,
"BEL","Belgium","1980","1980","PC","Percentage","0","Units",,,51.267213694518,,
"BEL","Belgium","1981","1981","PC","Percentage","0","Units",,,50.5536387085734,,
"BEL","Belgium","1982","1982","PC","Percentage","0","Units",,,49.3790178833972,,
"BEL","Belgium","1983","1983","PC","Percentage","0","Units",,,49.1636119065734,,
"BEL","Belgium","1984","1984","PC","Percentage","0","Units",,,49.2372087190167,,
"BEL","Belgium","1985","1985","PC","Percentage","0","Units",,,49.6540492978984,,
"BEL","Belgium","1986","1986","PC","Percentage","0","Units",,,48.8234329539558,,
"BEL","Belgium","1987","1987","PC","Percentage","0","Units",,,48.9160774863048,,
"BEL","Belgium","1988","1988","PC","Percentage","0","Units",,,48.2518383091152,,
"BEL","Belgium","1989","1989","PC","Percentage","0","Units",,,50.0657666544807,,
"BEL","Belgium","1990","1990","PC","Percentage","0","Units",,,51.1119525991379,,
"BEL","Belgium","1991","1991","PC","Percentage","0","Units",,,51.4845792280502,,
"BEL","Belgium","1992","1992","PC","Percentage","0","Units",,,51.469650866066,,
"BEL","Belgium","1993","1993","PC","Percentage","0","Units",,,52.0842768265286,,
"BEL","Belgium","1994","1994","PC","Percentage","0","Units",,,51.7749929325354,,
"BEL","Belgium","1995","1995","PC","Percentage","0","Units",,,52.7887827220005,,
"BEL","Belgium","1996","1996","PC","Percentage","0","Units",,,53.0775588853221,,
"BEL","Belgium","1997","1997","PC","Percentage","0","Units",,,52.6558551815378,,
"BEL","Belgium","1998","1998","PC","Percentage","0","Units",,,52.2317545764078,,
"BEL","Belgium","1999","1999","PC","Percentage","0","Units",,,54.2737597130903,,
"BEL","Belgium","2000","2000","PC","Percentage","0","Units",,,56.1810795124782,,
"BEL","Belgium","2001","2001","PC","Percentage","0","Units",,,56.3498982853822,,
"BEL","Belgium","2002","2002","PC","Percentage","0","Units",,,55.5620098751089,,
"BEL","Belgium","2003","2003","PC","Percentage","0","Units",,,54.1462005200809,,
"BEL","Belgium","2004","2004","PC","Percentage","0","Units",,,53.9903436523715,,
"BEL","Belgium","2005","2005","PC","Percentage","0","Units",,,53.6768802228412,,
"BEL","Belgium","2006","2006","PC","Percentage","0","Units",,,54.8467274233637,,
"BEL","Belgium","2007","2007","PC","Percentage","0","Units",,,54.6516926210834,,
"BEL","Belgium","2008","2008","PC","Percentage","0","Units",,,54.4386226818679,,
"BEL","Belgium","2009","2009","PC","Percentage","0","Units",,,54.905302954877,,
"BEL","Belgium","2010","2010","PC","Percentage","0","Units",,,53.7708114762052,,
"BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,55.0670482716503,,
"BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,55.020519143889,,
"BEL","Belgium","2013","2013","PC","Percentage","0","Units",,,55.105613026551,,
"CAN","Canada","1960","1960","PC","Percentage","0","Units",,,29.1625024985009,,
"CAN","Canada","1961","1961","PC","Percentage","0","Units",,,28.5179345683879,,
"CAN","Canada","1962","1962","PC","Percentage","0","Units",,,27.0686703443028,,
"CAN","Canada","1963","1963","PC","Percentage","0","Units",,,26.7639453269302,,
"CAN","Canada","1964","1964","PC","Percentage","0","Units",,,26.4388170710112,,
"CAN","Canada","1965","1965","PC","Percentage","0","Units",,,26.7058823529412,,
"CAN","Canada","1966","1966","PC","Percentage","0","Units",,,27.5686835000794,,
"CAN","Canada","1967","1967","PC","Percentage","0","Units",,,29.5857076851994,,
"CAN","Canada","1968","1968","PC","Percentage","0","Units",,,30.1530153015302,,
"CAN","Canada","1969","1969","PC","Percentage","0","Units",,,30.103003046569,,
"CAN","Canada","1970","1970","PC","Percentage","0","Units",,,31.0251284980011,,
"CAN","Canada","1971","1971","PC","Percentage","0","Units",,,30.7895836234508,,
"CAN","Canada","1972","1972","PC","Percentage","0","Units",,,31.8212320493893,,
"CAN","Canada","1973","1973","PC","Percentage","0","Units",,,33.0798479087452,,
"CAN","Canada","1974","1974","PC","Percentage","0","Units",,,33.1468871595331,,
"CAN","Canada","1975","1975","PC","Percentage","0","Units",,,34.3402985074627,,
"CAN","Canada","1976","1976","PC","Percentage","0","Units",,,34.526984847625,,
"CAN","Canada","1977","1977","PC","Percentage","0","Units",,,35.0785340314136,,
"CAN","Canada","1978","1978","PC","Percentage","0","Units",,,35.4692808760198,,
"CAN","Canada","1979","1979","PC","Percentage","0","Units",,,34.5783644332087,,
"CAN","Canada","1980","1980","PC","Percentage","0","Units",,,34.0337060638852,,
"CAN","Canada","1981","1981","PC","Percentage","0","Units",,,33.9129420002334,,
"CAN","Canada","1982","1982","PC","Percentage","0","Units",,,36.7979374146909,,
"CAN","Canada","1983","1983","PC","Percentage","0","Units",,,35.889996977939,,
"CAN","Canada","1984","1984","PC","Percentage","0","Units",,,35.8902008592805,,
"CAN","Canada","1985","1985","PC","Percentage","0","Units",,,35.2878321139777,,
"CAN","Canada","1986","1986","PC","Percentage","0","Units",,,34.5025345025345,,
"CAN","Canada","1987","1987","PC","Percentage","0","Units",,,33.9021044231442,,
"CAN","Canada","1988","1988","PC","Percentage","0","Units",,,33.3936037970392,,
"CAN","Canada","1989","1989","PC","Percentage","0","Units",,,33.4938265314787,,
"CAN","Canada","1990","1990","PC","Percentage","0","Units",,,34.024952306991,,
"CAN","Canada","1991","1991","PC","Percentage","0","Units",,,35.0834828204774,,
"CAN","Canada","1992","1992","PC","Percentage","0","Units",,,35.7351373083713,,
"CAN","Canada","1993","1993","PC","Percentage","0","Units",,,35.6170376592468,,
"CAN","Canada","1994","1994","PC","Percentage","0","Units",,,34.9868734878773,,
"CAN","Canada","1995","1995","PC","Percentage","0","Units",,,33.669212394442,,
"CAN","Canada","1996","1996","PC","Percentage","0","Units",,,33.8052489082237,,
"CAN","Canada","1997","1997","PC","Percentage","0","Units",,,28.8832353570782,,
"CAN","Canada","1998","1998","PC","Percentage","0","Units",,,28.6358575508689,,
"CAN","Canada","1999","1999","PC","Percentage","0","Units",,,28.0053233129795,,
"CAN","Canada","2000","2000","PC","Percentage","0","Units",,,28.2001531010543,,
"CAN","Canada","2001","2001","PC","Percentage","0","Units",,,28.3651309188474,,
"CAN","Canada","2002","2002","PC","Percentage","0","Units",,,28.2588991131705,,
"CAN","Canada","2003","2003","PC","Percentage","0","Units",,,28.2328364550508,,
"CAN","Canada","2004","2004","PC","Percentage","0","Units",,,27.8042719201427,,
"CAN","Canada","2005","2005","PC","Percentage","0","Units",,,27.7481389153318,,
"CAN","Canada","2006","2006","PC","Percentage","0","Units",,,27.4218246292714,,
"CAN","Canada","2007","2007","PC","Percentage","0","Units",,,27.3426044646086,,
"CAN","Canada","2008","2008","PC","Percentage","0","Units",,,27.0488141255997,,
"CAN","Canada","2009","2009","PC","Percentage","0","Units",,,27.2550652234249,,
"CAN","Canada","2010","2010","PC","Percentage","0","Units",,,27.2284240211049,,
"CAN","Canada","2011","2011","PC","Percentage","0","Units",,,26.9340023107809,,
"CAN","Canada","2012","2012","PC","Percentage","0","Units",,,27.2051511222447,,
"CAN","Canada","2013","2013","PC","Percentage","0","Units",,,27.0762420251846,,
"CAN","Canada","2014","2014","PC","Percentage","0","Units",,,26.3690259984117,,
"CZE","Czech Republic","1994","1994","PC","Percentage","0","Units",,,51.5281429924371,,
"CZE","Czech Republic","1995","1995","PC","Percentage","0","Units",,,43.5236365757825,,
"CZE","Czech Republic","1996","1996","PC","Percentage","0","Units",,,39.5177443716783,,
"CZE","Czech Republic","1997","1997","PC","Percentage","0","Units",,,36.9394928768734,,
"CZE","Czech Republic","1998","1998","PC","Percentage","0","Units",,,32.0587339110645,,
"CZE","Czech Republic","1999","1999","PC","Percentage","0","Units",,,29.9700821046055,,
"CZE","Czech Republic","2000","2000","PC","Percentage","0","Units",,,27.2287761774429,,
"CZE","Czech Republic","2001","2001","PC","Percentage","0","Units",,,23.6348258472004,,
"CZE","Czech Republic","2002","2002","PC","Percentage","0","Units",,,22.207986280069,,
"CZE","Czech Republic","2003","2003","PC","Percentage","0","Units",,,22.2818768458544,,
"CZE","Czech Republic","2004","2004","PC","Percentage","0","Units",,,20.9870592113732,,
"CZE","Czech Republic","2005","2005","PC","Percentage","0","Units",,,19.7020328599276,,
"CZE","Czech Republic","2006","2006","PC","Percentage","0","Units",,,18.6997917876939,,
"CZE","Czech Republic","2007","2007","PC","Percentage","0","Units",,,17.9103010866831,,
"CZE","Czech Republic","2008","2008","PC","Percentage","0","Units",,,17.4166781904598,,
"CZE","Czech Republic","2009","2009","PC","Percentage","0","Units",,,17.1781293823473,,
"CZE","Czech Republic","2010","2010","PC","Percentage","0","Units",,,16.6315971377671,,
"CZE","Czech Republic","2011","2011","PC","Percentage","0","Units",,,15.8251646365611,,
"CZE","Czech Republic","2012","2012","PC","Percentage","0","Units",,,14.3460354176708,,
"CZE","Czech Republic","2013","2013","PC","Percentage","0","Units",,,12.7225108462005,,
"DNK","Denmark","1960","1960","PC","Percentage","0","Units",,,56.9190600522193,,
"DNK","Denmark","1961","1961","PC","Percentage","0","Units",,,57.8327974276527,,
"DNK","Denmark","1962","1962","PC","Percentage","0","Units",,,58.0720606826802,,
"DNK","Denmark","1963","1963","PC","Percentage","0","Units",,,58.4552845528455,,
"DNK","Denmark","1964","1964","PC","Percentage","0","Units",,,58.456416464891,,
"DNK","Denmark","1965","1965","PC","Percentage","0","Units",,,58.198464264619,,
"DNK","Denmark","1966","1966","PC","Percentage","0","Units",,,58.0584795321637,,
"DNK","Denmark","1967","1967","PC","Percentage","0","Units",,,57.3618233618234,,
"DNK","Denmark","1968","1968","PC","Percentage","0","Units",,,58.1879954699887,,
"DNK","Denmark","1969","1969","PC","Percentage","0","Units",,,59.2264885920979,,
"DNK","Denmark","1970","1970","PC","Percentage","0","Units",,,60.3017419706042,,
"DNK","Denmark","1971","1971","PC","Percentage","0","Units",,,62.2259517426273,,
"DNK","Denmark","1972","1972","PC","Percentage","0","Units",,,61.4958918356734,,
"DNK","Denmark","1973","1973","PC","Percentage","0","Units",,,62.2068930041152,,
"DNK","Denmark","1974","1974","PC","Percentage","0","Units",,,65.1541536863967,,
"DNK","Denmark","1975","1975","PC","Percentage","0","Units",,,68.8694049499737,,
"DNK","Denmark","1976","1976","PC","Percentage","0","Units",,,72.9987493486191,,
"DNK","Denmark","1977","1977","PC","Percentage","0","Units",,,74.0584057230455,,
"DNK","Denmark","1978","1978","PC","Percentage","0","Units",,,77.843178334185,,
"DNK","Denmark","1979","1979","PC","Percentage","0","Units",,,77.1039339485187,,
"DNK","Denmark","1980","1980","PC","Percentage","0","Units",,,78.6125428711416,,
"DNK","Denmark","1981","1981","PC","Percentage","0","Units",,,79.8557093425606,,
"DNK","Denmark","1982","1982","PC","Percentage","0","Units",,,80.2078325123153,,
"DNK","Denmark","1983","1983","PC","Percentage","0","Units",,,80.1248721570155,,
"DNK","Denmark","1984","1984","PC","Percentage","0","Units",,,78.5758193871401,,
"DNK","Denmark","1985","1985","PC","Percentage","0","Units",,,77.5476554078333,,
"DNK","Denmark","1986","1986","PC","Percentage","0","Units",,,76.9081388390185,,
"DNK","Denmark","1987","1987","PC","Percentage","0","Units",,,75.2237870330614,,
"DNK","Denmark","1988","1988","PC","Percentage","0","Units",,,73.0933327752898,,
"DNK","Denmark","1989","1989","PC","Percentage","0","Units",,,74.8743106322945,,
"DNK","Denmark","1990","1990","PC","Percentage","0","Units",,,74.6039692320768,,
"DNK","Denmark","1991","1991","PC","Percentage","0","Units",,,75.0142139756575,,
"DNK","Denmark","1992","1992","PC","Percentage","0","Units",,,74.8901210962397,,
"DNK","Denmark","1993","1993","PC","Percentage","0","Units",,,76.7186886104684,,
"DNK","Denmark","1994","1994","PC","Percentage","0","Units",,,76.5086599020294,,
"DNK","Denmark","1995","1995","PC","Percentage","0","Units",,,75.8598087141339,,
"DNK","Denmark","1996","1996","PC","Percentage","0","Units",,,76.3705790823836,,
"DNK","Denmark","1997","1997","PC","Percentage","0","Units",,,75.1839270235688,,
"DNK","Denmark","1998","1998","PC","Percentage","0","Units",,,75.2345913769584,,
"DNK","Denmark","1999","1999","PC","Percentage","0","Units",,,74.0494993079867,,
"DNK","Denmark","2000","2000","PC","Percentage","0","Units",,,73.9260820230183,,
"DNK","Denmark","2001","2001","PC","Percentage","0","Units",,,73.2886393925932,,
"DNK","Denmark","2002","2002","PC","Percentage","0","Units",,,71.6499799759711,,
"DNK","Denmark","2003","2003","PC","Percentage","0","Units",,,71.5617620714926,,
"DNK","Denmark","2004","2004","PC","Percentage","0","Units",,,70.372295757188,,
"DNK","Denmark","2005","2005","PC","Percentage","0","Units",,,70.6684747925973,,
"DNK","Denmark","2006","2006","PC","Percentage","0","Units",,,68.4161015952652,,
"DNK","Denmark","2007","2007","PC","Percentage","0","Units",,,67.938063504508,,
"DNK","Denmark","2008","2008","PC","Percentage","0","Units",,,66.3359483156437,,
"DNK","Denmark","2009","2009","PC","Percentage","0","Units",,,67.6886322914593,,
"DNK","Denmark","2010","2010","PC","Percentage","0","Units",,,66.9973168550289,,
"DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,66.3572708028009,,
"DNK","Denmark","2012","2012","PC","Percentage","0","Units",,,67.2041910530839,,
"DNK","Denmark","2013","2013","PC","Percentage","0","Units",,,66.7729800457965,,
"FIN","Finland","1960","1960","PC","Percentage","0","Units",,,31.8793984962406,,
"FIN","Finland","1961","1961","PC","Percentage","0","Units",,,31.5027397260274,,
"FIN","Finland","1962","1962","PC","Percentage","0","Units",,,35.2956552207428,,
"FIN","Finland","1963","1963","PC","Percentage","0","Units",,,37.4488795518207,,
"FIN","Finland","1964","1964","PC","Percentage","0","Units",,,37.0222072678331,,
"FIN","Finland","1965","1965","PC","Percentage","0","Units",,,38.3208416833667,,
"FIN","Finland","1966","1966","PC","Percentage","0","Units",,,39.5659616655651,,
"FIN","Finland","1967","1967","PC","Percentage","0","Units",,,40.6946780551905,,
"FIN","Finland","1968","1968","PC","Percentage","0","Units",,,41.0220026350461,,
"FIN","Finland","1969","1969","PC","Percentage","0","Units",,,47.5125160462131,,
"FIN","Finland","1970","1970","PC","Percentage","0","Units",,,51.2939938080495,,
"FIN","Finland","1971","1971","PC","Percentage","0","Units",,,56.212285012285,,
"FIN","Finland","1972","1972","PC","Percentage","0","Units",,,60.8184226369657,,
"FIN","Finland","1973","1973","PC","Percentage","0","Units",,,61.3737780333525,,
"FIN","Finland","1974","1974","PC","Percentage","0","Units",,,63.1904185022026,,
"FIN","Finland","1975","1975","PC","Percentage","0","Units",,,65.2825163398693,,
"FIN","Finland","1976","1976","PC","Percentage","0","Units",,,67.5592592592592,,
"FIN","Finland","1977","1977","PC","Percentage","0","Units",,,66.3533921676779,,
"FIN","Finland","1978","1978","PC","Percentage","0","Units",,,66.9306881243063,,
"FIN","Finland","1979","1979","PC","Percentage","0","Units",,,68.0959029649596,,
"FIN","Finland","1980","1980","PC","Percentage","0","Units",,,69.3854166666667,,
"FIN","Finland","1981","1981","PC","Percentage","0","Units",,,68.305171530978,,
"FIN","Finland","1982","1982","PC","Percentage","0","Units",,,68.4242424242424,,
"FIN","Finland","1983","1983","PC","Percentage","0","Units",,,68.7813440320963,,
"FIN","Finland","1984","1984","PC","Percentage","0","Units",,,68.9827160493827,,
"FIN","Finland","1985","1985","PC","Percentage","0","Units",,,69.080348499516,,
"FIN","Finland","1986","1986","PC","Percentage","0","Units",,,70,,
"FIN","Finland","1987","1987","PC","Percentage","0","Units",,,70.6516413522783,,
"FIN","Finland","1988","1988","PC","Percentage","0","Units",,,72.3050682261209,,
"FIN","Finland","1989","1989","PC","Percentage","0","Units",,,72.9776083849452,,
"FIN","Finland","1990","1990","PC","Percentage","0","Units",,,72.5492991209313,,
"FIN","Finland","1991","1991","PC","Percentage","0","Units",,,75.3969046430354,,
"FIN","Finland","1992","1992","PC","Percentage","0","Units",,,78.3900594273366,,
"FIN","Finland","1993","1993","PC","Percentage","0","Units",,,80.6528018486424,,
"FIN","Finland","1994","1994","PC","Percentage","0","Units",,,80.3327495621716,,
"FIN","Finland","1995","1995","PC","Percentage","0","Units",,,80.4362606232295,,
"FIN","Finland","1996","1996","PC","Percentage","0","Units",,,80.4180602006689,,
"FIN","Finland","1997","1997","PC","Percentage","0","Units",,,79.4347826086956,,
"FIN","Finland","1998","1998","PC","Percentage","0","Units",,,77.9957805907173,,
"FIN","Finland","1999","1999","PC","Percentage","0","Units",,,76.2716174974568,,
"FIN","Finland","2000","2000","PC","Percentage","0","Units",,,74.965118596771,,
"FIN","Finland","2001","2001","PC","Percentage","0","Units",,,74.5163019640333,,
"FIN","Finland","2002","2002","PC","Percentage","0","Units",,,73.494560994561,,
"FIN","Finland","2003","2003","PC","Percentage","0","Units",,,72.8699551569507,,
"FIN","Finland","2004","2004","PC","Percentage","0","Units",,,71.4543994549348,,
"FIN","Finland","2005","2005","PC","Percentage","0","Units",,,70.6484250837722,,
"FIN","Finland","2006","2006","PC","Percentage","0","Units",,,70.3561320754717,,
"FIN","Finland","2007","2007","PC","Percentage","0","Units",,,70.496652835408,,
"FIN","Finland","2008","2008","PC","Percentage","0","Units",,,69.7640809827116,,
"FIN","Finland","2009","2009","PC","Percentage","0","Units",,,69.2078524124882,,
"FIN","Finland","2010","2010","PC","Percentage","0","Units",,,68.6113744075829,,
