LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IDN,LIFEEXP,TOT,YR,A,1973,56.2,
IDN,LIFEEXP,TOT,YR,A,1974,56.8,
IDN,LIFEEXP,TOT,YR,A,1975,57.3,
IDN,LIFEEXP,TOT,YR,A,1976,57.8,
IDN,LIFEEXP,TOT,YR,A,1977,58.3,
IDN,LIFEEXP,TOT,YR,A,1978,58.7,
IDN,LIFEEXP,TOT,YR,A,1979,59.2,
IDN,LIFEEXP,TOT,YR,A,1980,59.6,
IDN,LIFEEXP,TOT,YR,A,1981,60.1,
IDN,LIFEEXP,TOT,YR,A,1982,60.5,
IDN,LIFEEXP,TOT,YR,A,1983,60.9,
IDN,LIFEEXP,TOT,YR,A,1984,61.2,
IDN,LIFEEXP,TOT,YR,A,1985,61.6,
IDN,LIFEEXP,TOT,YR,A,1986,61.9,
IDN,LIFEEXP,TOT,YR,A,1987,62.3,
IDN,LIFEEXP,TOT,YR,A,1988,62.6,
IDN,LIFEEXP,TOT,YR,A,1989,62.9,
IDN,LIFEEXP,TOT,YR,A,1990,63.3,
IDN,LIFEEXP,TOT,YR,A,1991,63.7,
IDN,LIFEEXP,TOT,YR,A,1992,64,
IDN,LIFEEXP,TOT,YR,A,1993,64.4,
IDN,LIFEEXP,TOT,YR,A,1994,64.7,
IDN,LIFEEXP,TOT,YR,A,1995,65,
IDN,LIFEEXP,TOT,YR,A,1996,65.3,
IDN,LIFEEXP,TOT,YR,A,1997,65.6,
IDN,LIFEEXP,TOT,YR,A,1998,65.9,
IDN,LIFEEXP,TOT,YR,A,1999,66.1,
IDN,LIFEEXP,TOT,YR,A,2000,66.2,
IDN,LIFEEXP,TOT,YR,A,2001,66.4,
IDN,LIFEEXP,TOT,YR,A,2002,66.6,
IDN,LIFEEXP,TOT,YR,A,2003,66.8,
IDN,LIFEEXP,TOT,YR,A,2004,67,
IDN,LIFEEXP,TOT,YR,A,2005,67.2,
IDN,LIFEEXP,TOT,YR,A,2006,67.4,
IDN,LIFEEXP,TOT,YR,A,2007,67.6,
IDN,LIFEEXP,TOT,YR,A,2008,67.8,
IDN,LIFEEXP,TOT,YR,A,2009,68,
IDN,LIFEEXP,TOT,YR,A,2010,68.1,
IDN,LIFEEXP,TOT,YR,A,2011,68.3,
IDN,LIFEEXP,TOT,YR,A,2012,68.5,
IDN,LIFEEXP,TOT,YR,A,2013,68.7,
IDN,LIFEEXP,TOT,YR,A,2014,68.9,
IDN,LIFEEXP,TOT,YR,A,2015,69.1,
ISR,LIFEEXP,TOT,YR,A,1971,71.8,
ISR,LIFEEXP,TOT,YR,A,1972,71.5,
ISR,LIFEEXP,TOT,YR,A,1973,71.7,
ISR,LIFEEXP,TOT,YR,A,1974,71.7,
ISR,LIFEEXP,TOT,YR,A,1975,72.1,
ISR,LIFEEXP,TOT,YR,A,1976,73,
ISR,LIFEEXP,TOT,YR,A,1977,73,
ISR,LIFEEXP,TOT,YR,A,1978,73.3,
ISR,LIFEEXP,TOT,YR,A,1979,73.6,
ISR,LIFEEXP,TOT,YR,A,1980,73.9,
ISR,LIFEEXP,TOT,YR,A,1981,74.3,
ISR,LIFEEXP,TOT,YR,A,1982,74.2,
ISR,LIFEEXP,TOT,YR,A,1983,74.5,
ISR,LIFEEXP,TOT,YR,A,1984,74.9,
ISR,LIFEEXP,TOT,YR,A,1985,75.3,
ISR,LIFEEXP,TOT,YR,A,1986,75,
ISR,LIFEEXP,TOT,YR,A,1987,75.3,
ISR,LIFEEXP,TOT,YR,A,1988,75.7,
ISR,LIFEEXP,TOT,YR,A,1989,76.4,
ISR,LIFEEXP,TOT,YR,A,1990,76.7,
ISR,LIFEEXP,TOT,YR,A,1991,76.8,
ISR,LIFEEXP,TOT,YR,A,1992,76.6,
ISR,LIFEEXP,TOT,YR,A,1993,77.2,
ISR,LIFEEXP,TOT,YR,A,1994,77.5,
ISR,LIFEEXP,TOT,YR,A,1995,77.5,
ISR,LIFEEXP,TOT,YR,A,1996,78.2,
ISR,LIFEEXP,TOT,YR,A,1997,78.1,
ISR,LIFEEXP,TOT,YR,A,1998,78.2,
ISR,LIFEEXP,TOT,YR,A,1999,78.5,
ISR,LIFEEXP,TOT,YR,A,2000,78.8,
ISR,LIFEEXP,TOT,YR,A,2001,79.3,
ISR,LIFEEXP,TOT,YR,A,2002,79.5,
ISR,LIFEEXP,TOT,YR,A,2003,79.7,
ISR,LIFEEXP,TOT,YR,A,2004,80.2,
ISR,LIFEEXP,TOT,YR,A,2005,80.2,
ISR,LIFEEXP,TOT,YR,A,2006,80.6,
ISR,LIFEEXP,TOT,YR,A,2007,80.6,
ISR,LIFEEXP,TOT,YR,A,2008,81,
ISR,LIFEEXP,TOT,YR,A,2009,81.5,B
ISR,LIFEEXP,TOT,YR,A,2010,81.7,
ISR,LIFEEXP,TOT,YR,A,2011,81.7,
ISR,LIFEEXP,TOT,YR,A,2012,81.8,
ISR,LIFEEXP,TOT,YR,A,2013,82.1,
ISR,LIFEEXP,TOT,YR,A,2014,82.2,
ISR,LIFEEXP,TOT,YR,A,2015,82.1,
RUS,LIFEEXP,TOT,YR,A,1960,66.2,
RUS,LIFEEXP,TOT,YR,A,1961,66.7,
RUS,LIFEEXP,TOT,YR,A,1962,67.1,
RUS,LIFEEXP,TOT,YR,A,1963,67.4,
RUS,LIFEEXP,TOT,YR,A,1964,67.7,
RUS,LIFEEXP,TOT,YR,A,1965,67.8,
RUS,LIFEEXP,TOT,YR,A,1966,67.9,
RUS,LIFEEXP,TOT,YR,A,1967,68,
RUS,LIFEEXP,TOT,YR,A,1968,68,
RUS,LIFEEXP,TOT,YR,A,1969,68,
RUS,LIFEEXP,TOT,YR,A,1970,68.3,
RUS,LIFEEXP,TOT,YR,A,1971,68.5,
RUS,LIFEEXP,TOT,YR,A,1972,68.4,
RUS,LIFEEXP,TOT,YR,A,1973,68.4,
RUS,LIFEEXP,TOT,YR,A,1974,68.5,
RUS,LIFEEXP,TOT,YR,A,1975,67.9,
RUS,LIFEEXP,TOT,YR,A,1976,67.6,
RUS,LIFEEXP,TOT,YR,A,1977,67.5,
RUS,LIFEEXP,TOT,YR,A,1978,67.5,
RUS,LIFEEXP,TOT,YR,A,1979,67.3,
RUS,LIFEEXP,TOT,YR,A,1980,67.2,
RUS,LIFEEXP,TOT,YR,A,1981,67.4,
RUS,LIFEEXP,TOT,YR,A,1982,68,
RUS,LIFEEXP,TOT,YR,A,1983,67.8,
RUS,LIFEEXP,TOT,YR,A,1984,67.3,
RUS,LIFEEXP,TOT,YR,A,1985,68,
RUS,LIFEEXP,TOT,YR,A,1986,69.5,
RUS,LIFEEXP,TOT,YR,A,1987,69.6,
RUS,LIFEEXP,TOT,YR,A,1988,69.6,
RUS,LIFEEXP,TOT,YR,A,1989,69.3,
RUS,LIFEEXP,TOT,YR,A,1990,69,
RUS,LIFEEXP,TOT,YR,A,1991,68.8,
RUS,LIFEEXP,TOT,YR,A,1992,67.8,
RUS,LIFEEXP,TOT,YR,A,1993,65.3,
RUS,LIFEEXP,TOT,YR,A,1994,64.3,
RUS,LIFEEXP,TOT,YR,A,1995,64.9,
RUS,LIFEEXP,TOT,YR,A,1996,66,
RUS,LIFEEXP,TOT,YR,A,1997,66.9,
RUS,LIFEEXP,TOT,YR,A,1998,67.2,
RUS,LIFEEXP,TOT,YR,A,1999,66.1,
RUS,LIFEEXP,TOT,YR,A,2000,65.7,
RUS,LIFEEXP,TOT,YR,A,2001,65.6,
RUS,LIFEEXP,TOT,YR,A,2002,65.3,
RUS,LIFEEXP,TOT,YR,A,2003,65.2,
RUS,LIFEEXP,TOT,YR,A,2004,65.6,
RUS,LIFEEXP,TOT,YR,A,2005,65.7,
RUS,LIFEEXP,TOT,YR,A,2006,66.9,
RUS,LIFEEXP,TOT,YR,A,2007,67.7,
RUS,LIFEEXP,TOT,YR,A,2008,68.1,
RUS,LIFEEXP,TOT,YR,A,2009,68.8,
RUS,LIFEEXP,TOT,YR,A,2010,69,
RUS,LIFEEXP,TOT,YR,A,2011,69.8,
RUS,LIFEEXP,TOT,YR,A,2012,70.2,
RUS,LIFEEXP,TOT,YR,A,2013,70.7,
RUS,LIFEEXP,TOT,YR,A,2014,70.9,B
RUS,LIFEEXP,TOT,YR,A,2015,71.3,
SVN,LIFEEXP,TOT,YR,A,1970,68.7,
SVN,LIFEEXP,TOT,YR,A,1982,71.2,
SVN,LIFEEXP,TOT,YR,A,1983,71,
SVN,LIFEEXP,TOT,YR,A,1984,71.4,
SVN,LIFEEXP,TOT,YR,A,1985,71.9,
SVN,LIFEEXP,TOT,YR,A,1986,72.4,
SVN,LIFEEXP,TOT,YR,A,1987,72.4,
SVN,LIFEEXP,TOT,YR,A,1988,73,
SVN,LIFEEXP,TOT,YR,A,1989,73.4,
SVN,LIFEEXP,TOT,YR,A,1990,73.8,
SVN,LIFEEXP,TOT,YR,A,1991,73.5,
SVN,LIFEEXP,TOT,YR,A,1992,73.6,
SVN,LIFEEXP,TOT,YR,A,1993,73.5,
SVN,LIFEEXP,TOT,YR,A,1994,74,
SVN,LIFEEXP,TOT,YR,A,1995,74.7,
SVN,LIFEEXP,TOT,YR,A,1996,75.1,
SVN,LIFEEXP,TOT,YR,A,1997,75.1,
SVN,LIFEEXP,TOT,YR,A,1998,75.3,
SVN,LIFEEXP,TOT,YR,A,1999,75.7,
SVN,LIFEEXP,TOT,YR,A,2000,76.1,
SVN,LIFEEXP,TOT,YR,A,2001,76.4,
SVN,LIFEEXP,TOT,YR,A,2002,76.6,
SVN,LIFEEXP,TOT,YR,A,2003,76.4,
SVN,LIFEEXP,TOT,YR,A,2004,77.2,
SVN,LIFEEXP,TOT,YR,A,2005,77.4,
SVN,LIFEEXP,TOT,YR,A,2006,78.3,
SVN,LIFEEXP,TOT,YR,A,2007,78.3,
SVN,LIFEEXP,TOT,YR,A,2008,79.1,B
SVN,LIFEEXP,TOT,YR,A,2009,79.3,
SVN,LIFEEXP,TOT,YR,A,2010,79.8,
SVN,LIFEEXP,TOT,YR,A,2011,80.1,
SVN,LIFEEXP,TOT,YR,A,2012,80.2,
SVN,LIFEEXP,TOT,YR,A,2013,80.4,
SVN,LIFEEXP,TOT,YR,A,2014,81.2,
SVN,LIFEEXP,TOT,YR,A,2015,80.9,
ZAF,LIFEEXP,TOT,YR,A,1960,49.1,
ZAF,LIFEEXP,TOT,YR,A,1961,49.5,
ZAF,LIFEEXP,TOT,YR,A,1962,49.9,
ZAF,LIFEEXP,TOT,YR,A,1963,50.3,
ZAF,LIFEEXP,TOT,YR,A,1964,50.6,
ZAF,LIFEEXP,TOT,YR,A,1965,51,
ZAF,LIFEEXP,TOT,YR,A,1966,51.4,
ZAF,LIFEEXP,TOT,YR,A,1967,51.8,
ZAF,LIFEEXP,TOT,YR,A,1968,52.2,
ZAF,LIFEEXP,TOT,YR,A,1969,52.6,
ZAF,LIFEEXP,TOT,YR,A,1970,52.9,
ZAF,LIFEEXP,TOT,YR,A,1971,53.3,
ZAF,LIFEEXP,TOT,YR,A,1972,53.6,
ZAF,LIFEEXP,TOT,YR,A,1973,53.9,
ZAF,LIFEEXP,TOT,YR,A,1974,54.3,
ZAF,LIFEEXP,TOT,YR,A,1975,54.7,
ZAF,LIFEEXP,TOT,YR,A,1976,55.1,
ZAF,LIFEEXP,TOT,YR,A,1977,55.5,
ZAF,LIFEEXP,TOT,YR,A,1978,56,
ZAF,LIFEEXP,TOT,YR,A,1979,56.5,
ZAF,LIFEEXP,TOT,YR,A,1980,57.1,
ZAF,LIFEEXP,TOT,YR,A,1981,57.7,
ZAF,LIFEEXP,TOT,YR,A,1982,58.3,
ZAF,LIFEEXP,TOT,YR,A,1983,58.9,
ZAF,LIFEEXP,TOT,YR,A,1984,59.4,
ZAF,LIFEEXP,TOT,YR,A,1985,60,
ZAF,LIFEEXP,TOT,YR,A,1986,60.5,
ZAF,LIFEEXP,TOT,YR,A,1987,61.1,
ZAF,LIFEEXP,TOT,YR,A,1988,61.5,
ZAF,LIFEEXP,TOT,YR,A,1989,61.9,
ZAF,LIFEEXP,TOT,YR,A,1990,62.2,
ZAF,LIFEEXP,TOT,YR,A,1991,62.4,
ZAF,LIFEEXP,TOT,YR,A,1992,62.4,
ZAF,LIFEEXP,TOT,YR,A,1993,62.3,
ZAF,LIFEEXP,TOT,YR,A,1994,62,
ZAF,LIFEEXP,TOT,YR,A,1995,61.5,
ZAF,LIFEEXP,TOT,YR,A,1996,60.7,
ZAF,LIFEEXP,TOT,YR,A,1997,59.7,
ZAF,LIFEEXP,TOT,YR,A,1998,58.5,
ZAF,LIFEEXP,TOT,YR,A,1999,57.2,
ZAF,LIFEEXP,TOT,YR,A,2000,55.8,
ZAF,LIFEEXP,TOT,YR,A,2001,54.6,
ZAF,LIFEEXP,TOT,YR,A,2002,53.4,
ZAF,LIFEEXP,TOT,YR,A,2003,52.5,
ZAF,LIFEEXP,TOT,YR,A,2004,51.9,
ZAF,LIFEEXP,TOT,YR,A,2005,51.6,
ZAF,LIFEEXP,TOT,YR,A,2006,51.6,
ZAF,LIFEEXP,TOT,YR,A,2007,52,
ZAF,LIFEEXP,TOT,YR,A,2008,52.6,
ZAF,LIFEEXP,TOT,YR,A,2009,53.5,
ZAF,LIFEEXP,TOT,YR,A,2010,54.4,
ZAF,LIFEEXP,TOT,YR,A,2011,55.3,
ZAF,LIFEEXP,TOT,YR,A,2012,56.1,
ZAF,LIFEEXP,TOT,YR,A,2013,56.7,
ZAF,LIFEEXP,TOT,YR,A,2014,57.2,
ZAF,LIFEEXP,TOT,YR,A,2015,57.4,
COL,LIFEEXP,TOT,YR,A,1960,56.8,
COL,LIFEEXP,TOT,YR,A,1961,57.3,
COL,LIFEEXP,TOT,YR,A,1962,57.8,
COL,LIFEEXP,TOT,YR,A,1963,58.2,
COL,LIFEEXP,TOT,YR,A,1964,58.7,
COL,LIFEEXP,TOT,YR,A,1965,59.1,
COL,LIFEEXP,TOT,YR,A,1966,59.5,
COL,LIFEEXP,TOT,YR,A,1967,59.9,
COL,LIFEEXP,TOT,YR,A,1968,60.2,
COL,LIFEEXP,TOT,YR,A,1969,60.6,
COL,LIFEEXP,TOT,YR,A,1970,60.9,
COL,LIFEEXP,TOT,YR,A,1971,61.3,
COL,LIFEEXP,TOT,YR,A,1972,61.6,
COL,LIFEEXP,TOT,YR,A,1973,62,
COL,LIFEEXP,TOT,YR,A,1974,62.4,
COL,LIFEEXP,TOT,YR,A,1975,62.8,
COL,LIFEEXP,TOT,YR,A,1976,63.3,
COL,LIFEEXP,TOT,YR,A,1977,63.8,
COL,LIFEEXP,TOT,YR,A,1978,64.4,
COL,LIFEEXP,TOT,YR,A,1979,65,
COL,LIFEEXP,TOT,YR,A,1980,65.6,
COL,LIFEEXP,TOT,YR,A,1981,66.1,
COL,LIFEEXP,TOT,YR,A,1982,66.6,
COL,LIFEEXP,TOT,YR,A,1983,67,
COL,LIFEEXP,TOT,YR,A,1984,67.4,
COL,LIFEEXP,TOT,YR,A,1985,67.7,
COL,LIFEEXP,TOT,YR,A,1986,67.9,
COL,LIFEEXP,TOT,YR,A,1987,68,
COL,LIFEEXP,TOT,YR,A,1988,68.2,
COL,LIFEEXP,TOT,YR,A,1989,68.3,
COL,LIFEEXP,TOT,YR,A,1990,68.4,
COL,LIFEEXP,TOT,YR,A,1991,68.6,
COL,LIFEEXP,TOT,YR,A,1992,68.7,
COL,LIFEEXP,TOT,YR,A,1993,69,
COL,LIFEEXP,TOT,YR,A,1994,69.2,
COL,LIFEEXP,TOT,YR,A,1995,69.5,
COL,LIFEEXP,TOT,YR,A,1996,69.9,
COL,LIFEEXP,TOT,YR,A,1997,70.2,
COL,LIFEEXP,TOT,YR,A,1998,70.5,
COL,LIFEEXP,TOT,YR,A,1999,70.8,
COL,LIFEEXP,TOT,YR,A,2000,71,
COL,LIFEEXP,TOT,YR,A,2001,71.3,
COL,LIFEEXP,TOT,YR,A,2002,71.5,
COL,LIFEEXP,TOT,YR,A,2003,71.8,
COL,LIFEEXP,TOT,YR,A,2004,72,
COL,LIFEEXP,TOT,YR,A,2005,72.3,
COL,LIFEEXP,TOT,YR,A,2006,72.5,
COL,LIFEEXP,TOT,YR,A,2007,72.7,
COL,LIFEEXP,TOT,YR,A,2008,72.9,
COL,LIFEEXP,TOT,YR,A,2009,73.1,
COL,LIFEEXP,TOT,YR,A,2010,73.3,
COL,LIFEEXP,TOT,YR,A,2011,73.5,
COL,LIFEEXP,TOT,YR,A,2012,73.6,
COL,LIFEEXP,TOT,YR,A,2013,73.8,
COL,LIFEEXP,TOT,YR,A,2014,74,
COL,LIFEEXP,TOT,YR,A,2015,74.2,
LVA,LIFEEXP,TOT,YR,A,2002,70.1,
LVA,LIFEEXP,TOT,YR,A,2003,70.5,
LVA,LIFEEXP,TOT,YR,A,2004,70.8,
LVA,LIFEEXP,TOT,YR,A,2005,70.6,
LVA,LIFEEXP,TOT,YR,A,2006,70.6,
LVA,LIFEEXP,TOT,YR,A,2007,70.8,
LVA,LIFEEXP,TOT,YR,A,2008,72,
LVA,LIFEEXP,TOT,YR,A,2009,72.6,
LVA,LIFEEXP,TOT,YR,A,2010,73,
LVA,LIFEEXP,TOT,YR,A,2011,73.7,
LVA,LIFEEXP,TOT,YR,A,2012,73.9,
LVA,LIFEEXP,TOT,YR,A,2013,74.1,
LVA,LIFEEXP,TOT,YR,A,2014,74.3,
LVA,LIFEEXP,TOT,YR,A,2015,74.6,
LTU,LIFEEXP,TOT,YR,A,1970,70.9,
LTU,LIFEEXP,TOT,YR,A,1971,71.9,
LTU,LIFEEXP,TOT,YR,A,1972,71.2,
LTU,LIFEEXP,TOT,YR,A,1973,71.5,
LTU,LIFEEXP,TOT,YR,A,1974,71.4,
LTU,LIFEEXP,TOT,YR,A,1975,71,
LTU,LIFEEXP,TOT,YR,A,1976,71,
LTU,LIFEEXP,TOT,YR,A,1977,70.9,
LTU,LIFEEXP,TOT,YR,A,1978,70.6,
LTU,LIFEEXP,TOT,YR,A,1979,70.5,
LTU,LIFEEXP,TOT,YR,A,1980,70.4,
LTU,LIFEEXP,TOT,YR,A,1981,70.4,
LTU,LIFEEXP,TOT,YR,A,1982,70.8,
LTU,LIFEEXP,TOT,YR,A,1983,70.7,
LTU,LIFEEXP,TOT,YR,A,1984,70.2,
LTU,LIFEEXP,TOT,YR,A,1985,70.5,
LTU,LIFEEXP,TOT,YR,A,1986,72.1,
LTU,LIFEEXP,TOT,YR,A,1987,72,
LTU,LIFEEXP,TOT,YR,A,1988,71.9,
LTU,LIFEEXP,TOT,YR,A,1989,71.6,
LTU,LIFEEXP,TOT,YR,A,1990,71.4,
LTU,LIFEEXP,TOT,YR,A,1991,70.6,
LTU,LIFEEXP,TOT,YR,A,1992,70.4,
LTU,LIFEEXP,TOT,YR,A,1993,69.1,
LTU,LIFEEXP,TOT,YR,A,1994,68.7,
LTU,LIFEEXP,TOT,YR,A,1995,69.2,
LTU,LIFEEXP,TOT,YR,A,1996,70.3,
LTU,LIFEEXP,TOT,YR,A,1997,71.1,
LTU,LIFEEXP,TOT,YR,A,1998,71.4,
LTU,LIFEEXP,TOT,YR,A,1999,71.7,
LTU,LIFEEXP,TOT,YR,A,2000,72.1,
LTU,LIFEEXP,TOT,YR,A,2001,71.7,
LTU,LIFEEXP,TOT,YR,A,2002,71.8,
LTU,LIFEEXP,TOT,YR,A,2003,72.1,
LTU,LIFEEXP,TOT,YR,A,2004,72,
LTU,LIFEEXP,TOT,YR,A,2005,71.3,
LTU,LIFEEXP,TOT,YR,A,2006,71.1,
LTU,LIFEEXP,TOT,YR,A,2007,70.9,
LTU,LIFEEXP,TOT,YR,A,2008,71.8,
LTU,LIFEEXP,TOT,YR,A,2009,72.9,
LTU,LIFEEXP,TOT,YR,A,2010,73.3,
LTU,LIFEEXP,TOT,YR,A,2011,73.7,
LTU,LIFEEXP,TOT,YR,A,2012,74,
LTU,LIFEEXP,TOT,YR,A,2013,74.1,
LTU,LIFEEXP,TOT,YR,A,2014,74.7,
LTU,LIFEEXP,TOT,YR,A,2015,74.5,
CRI,LIFEEXP,TOT,YR,A,1960,60.6,
CRI,LIFEEXP,TOT,YR,A,1961,61.3,
CRI,LIFEEXP,TOT,YR,A,1962,62,
CRI,LIFEEXP,TOT,YR,A,1963,62.7,
CRI,LIFEEXP,TOT,YR,A,1964,63.3,
CRI,LIFEEXP,TOT,YR,A,1965,63.9,
CRI,LIFEEXP,TOT,YR,A,1966,64.5,
CRI,LIFEEXP,TOT,YR,A,1967,65,
CRI,LIFEEXP,TOT,YR,A,1968,65.5,
CRI,LIFEEXP,TOT,YR,A,1969,66,
CRI,LIFEEXP,TOT,YR,A,1970,66.5,
CRI,LIFEEXP,TOT,YR,A,1971,67,
CRI,LIFEEXP,TOT,YR,A,1972,67.5,
CRI,LIFEEXP,TOT,YR,A,1973,68.1,
CRI,LIFEEXP,TOT,YR,A,1974,68.6,
CRI,LIFEEXP,TOT,YR,A,1975,69.2,
CRI,LIFEEXP,TOT,YR,A,1976,69.8,
CRI,LIFEEXP,TOT,YR,A,1977,70.4,
CRI,LIFEEXP,TOT,YR,A,1978,71,
CRI,LIFEEXP,TOT,YR,A,1979,71.6,
CRI,LIFEEXP,TOT,YR,A,1980,72.2,
CRI,LIFEEXP,TOT,YR,A,1981,72.8,
CRI,LIFEEXP,TOT,YR,A,1982,73.3,
CRI,LIFEEXP,TOT,YR,A,1983,73.8,
CRI,LIFEEXP,TOT,YR,A,1984,74.2,
CRI,LIFEEXP,TOT,YR,A,1985,74.5,
CRI,LIFEEXP,TOT,YR,A,1986,74.8,
CRI,LIFEEXP,TOT,YR,A,1987,75.1,
CRI,LIFEEXP,TOT,YR,A,1988,75.3,
CRI,LIFEEXP,TOT,YR,A,1989,75.5,
CRI,LIFEEXP,TOT,YR,A,1990,75.7,
CRI,LIFEEXP,TOT,YR,A,1991,75.9,
CRI,LIFEEXP,TOT,YR,A,1992,76.1,
CRI,LIFEEXP,TOT,YR,A,1993,76.3,
CRI,LIFEEXP,TOT,YR,A,1994,76.4,
CRI,LIFEEXP,TOT,YR,A,1995,76.6,
CRI,LIFEEXP,TOT,YR,A,1996,76.8,
CRI,LIFEEXP,TOT,YR,A,1997,77,
CRI,LIFEEXP,TOT,YR,A,1998,77.2,
CRI,LIFEEXP,TOT,YR,A,1999,77.3,
CRI,LIFEEXP,TOT,YR,A,2000,77.4,
CRI,LIFEEXP,TOT,YR,A,2001,77.6,
CRI,LIFEEXP,TOT,YR,A,2002,77.7,
CRI,LIFEEXP,TOT,YR,A,2003,77.8,
CRI,LIFEEXP,TOT,YR,A,2004,78,
CRI,LIFEEXP,TOT,YR,A,2005,78.1,
CRI,LIFEEXP,TOT,YR,A,2006,78.2,
CRI,LIFEEXP,TOT,YR,A,2007,78.3,
CRI,LIFEEXP,TOT,YR,A,2008,78.5,
CRI,LIFEEXP,TOT,YR,A,2009,78.6,
CRI,LIFEEXP,TOT,YR,A,2010,78.7,
CRI,LIFEEXP,TOT,YR,A,2011,78.9,
CRI,LIFEEXP,TOT,YR,A,2012,79.1,
CRI,LIFEEXP,TOT,YR,A,2013,79.2,
CRI,LIFEEXP,TOT,YR,A,2014,79.4,
CRI,LIFEEXP,TOT,YR,A,2015,79.6,
